date,Open,High,Low,Close,Volume,ticker,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_signal,MACD_hist,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,sentiment_score,target
2020-10-29,112.17381286621094,113.73988906858683,109.138930754146,109.30429841508608,146129200,AAPL,114.57044621687837,87.84059474764663,112.74927968782006,112.96678783439602,44.019783427980336,-0.2175081465759518,0.4405136794341494,-0.6580218260101012,119.87181400038769,113.7384286263142,107.60504325224072,0.0,114.7320331402091
2020-10-30,105.8900375366211,108.93464092441891,104.78114007672048,108.03001326805304,190272600,AAPL,114.47920486124325,88.00206414928527,112.0232387001636,112.60110082948172,42.24954430498264,-0.5778621293181203,0.2368385176836954,-0.8147006470018158,120.05392061904708,113.64942450462054,107.244928390194,0.0,115.2905328204704
2020-11-02,105.80250549316406,107.66039994190102,104.39206773628062,106.13323338437137,122866900,AAPL,114.28169464063504,88.15081329895938,111.11708403619556,112.12199953725133,39.69089965993839,-1.0049155010557629,-0.0115122860641961,-0.9934032149915664,120.52068561080814,113.41597171420987,106.3112578176116,0.0,117.41471118065078
2020-11-03,107.42696380615234,108.4483131156536,105.7636171410374,106.66824505588043,107624400,AAPL,113.91133252369968,88.30112655739492,110.43264726999324,111.71801772381644,40.780294200837766,-1.2853704538232191,-0.2662839196160008,-1.0190865342072186,120.80894596412068,113.12221182306152,105.43547768200236,0.0,112.59144977903752
2020-11-04,111.81390380859376,112.43644258276989,109.28483911084726,111.02600479592498,138235500,AAPL,113.70594305646456,88.4715501552396,110.5239330432135,111.6667575069356,48.88013933297965,-1.1428244637220928,-0.4415920284372192,-0.7012324352848736,120.80805533124614,113.0988657156573,105.38967610006846,0.0,114.1894662365786
2020-11-05,115.7825698852539,116.35647710423518,113.6815038164103,114.7320331402091,126387100,AAPL,113.54583308561055,88.66130085855913,111.1713330581359,111.89381496125216,54.57095146304843,-0.722481903116261,-0.4977700033730276,-0.2247118997432334,120.92348487663706,113.1815455589967,105.43960624135634,0.0,116.5572589421894
2020-11-06,115.65106201171876,116.14799861229584,113.15660323122869,115.2905328204704,114457900,AAPL,113.37816835237204,88.85103046265637,111.80505609849504,112.14542369156464,55.37714774208814,-0.3403675930695868,-0.4662895213123394,0.1259219282427526,121.1180494021668,113.33932767562756,105.56060594908836,0.0,116.38185824859464
2020-11-09,113.34173583984376,118.86655905479424,113.0786522061061,117.41471118065078,154515300,AAPL,113.27497025979795,89.06368601620159,112.66807995728824,112.53574128334878,58.400884500983246,0.1323386739394436,-0.3465638822619828,0.4789025562014265,121.21000084779364,113.37083876420525,105.53167668061684,0.0,115.8751546907103
2020-11-10,113.00069427490234,114.57921088296683,111.20780194427196,112.59144977903752,138023400,AAPL,113.04481288737074,89.24915795374272,112.65629069909582,112.539867838585,50.0994341229987,0.1164228605108235,-0.2539665337074215,0.370389394218245,119.71434193314973,112.90779370400055,106.10124547485142,0.0,116.48903680048612
2020-11-11,116.43057250976562,116.56698735100086,113.458669258225,114.1894662365786,112295000,AAPL,112.74584192595609,89.42831036986608,112.89216385870856,112.66206031251043,52.50811408055132,0.2301035461981087,-0.1571525177263155,0.3872560639244242,119.20871382012793,112.73232422275224,106.25593462537654,0.0,115.57311658349964
2020-11-12,116.15775299072266,117.44395548780156,115.5341401093542,116.5572589421894,103162300,AAPL,112.40026273167166,89.62402333142025,113.45602464078254,112.95059354433852,55.90448534716884,0.5054310964440276,-0.0246357948922468,0.5300668913362745,119.36997505924944,112.78613432059258,106.20229358193572,0.0,114.57922192592288
2020-11-13,116.20646667480467,116.60596516096147,114.85205685711352,116.38185824859464,81581900,AAPL,112.2589472310172,89.81838834392023,113.90615288813824,113.20476130020934,55.58735045455018,0.7013915879289101,0.1205696816719845,0.5808219062569255,119.07302874417084,112.70666714546071,106.34030554675064,0.0,115.60234248642784
2020-11-16,117.2198257446289,117.8921538375377,115.12487314428871,115.8751546907103,91183000,AAPL,112.24056553409687,90.03030165593881,114.20907624238012,113.40256821802424,54.623337354364125,0.8065080243558924,0.2577573502087661,0.5487506741471263,118.94004663119853,112.6660636921088,106.39208075301909,0.0,114.17971488763942
2020-11-17,116.3331298828125,117.58035548799744,115.9141393341284,116.48903680048612,74271000,AAPL,112.35352235452685,90.23198909578558,114.55983940516566,113.63119552042882,55.62734740382429,0.928643884736843,0.3919346571143815,0.5367092276224614,119.33053995949952,112.83902532371395,106.34751068792842,0.0,110.9934426426896
2020-11-18,115.00796508789062,116.75213491699658,114.9787343957129,115.57311658349964,76322100,AAPL,112.38376679877386,90.41918277996976,114.71572820183243,113.77504152510072,53.71758499836115,0.9406866767317013,0.5016850610378455,0.4390016156938557,119.53934050296056,112.94333224382824,106.3473239846959,0.0,112.59145244287018
2020-11-19,115.6023406982422,116.01158523354933,113.8191942363378,114.57922192592288,74113000,AAPL,112.3338246825667,90.60255421428435,114.6947272363079,113.83461044368016,51.64557659010438,0.8601167926277498,0.5733714073558264,0.2867453852719234,119.5707738491351,112.96000890903542,106.34924396893577,0.0,113.58532034727376
2020-11-20,114.33562469482422,115.72901129196754,114.28690935456356,115.60234248642784,73604300,AAPL,112.41698637057904,90.79035890893388,114.83436035171096,113.96555355795776,53.62846224668163,0.8688067937532082,0.6324584846353027,0.2363483091179055,119.78973197815418,113.07939510374956,106.36905822934494,0.0,113.97509336124736
2020-11-23,110.93497467041016,114.60845147390664,110.83753656463604,114.17971488763942,127959300,AAPL,112.4687768366324,90.98096381111328,114.73364566493072,113.9814173601564,50.52587228509803,0.7522283047743343,0.6564124486631091,0.0958158561112252,119.8926759703521,113.24340252948714,106.59412908862218,0.0,117.91164950975931
2020-11-24,112.22117614746094,112.8837656693911,109.7072328936038,110.9934426426896,113874200,AAPL,112.38661166987087,91.14423518705088,114.15822981535516,113.76008589960328,44.33874851609757,0.3981439157518736,0.604758742080862,-0.2066148263289884,119.88757371838923,113.17611593287532,106.46465814736143,0.0,118.89578518676296
2020-11-25,113.05915832519533,113.760724582734,112.22117723247425,112.59145244287018,76499200,AAPL,112.3967151639558,91.31807473542725,113.91718714266516,113.6735204583638,47.79173953135216,0.2436666843013597,0.5325403305249615,-0.2888736462236018,119.90246779306575,113.2101293863646,106.51779097966346,0.0,120.35740330586026
2020-11-27,113.60480499267578,114.4817627167696,113.2442832973623,113.58532034727376,46691300,AAPL,112.53388954902626,91.49359131368536,113.86613071260496,113.66698711680156,49.87448058820466,0.1991435958033918,0.4658609835806476,-0.2667173877772558,119.87252696855916,113.424180482974,106.97583399738882,0.0,119.46093300511777
2020-11-30,116.00183868408205,117.87267708944432,113.81918644377502,113.97509336124736,169410200,AAPL,112.6656302291833,91.6703909960472,113.88289419701148,113.68980980157534,50.70503182738065,0.1930843954361449,0.4113056659517471,-0.2182212705156021,119.67702225345482,113.72143448763372,107.76584672181264,0.0,119.17838728618668
2020-12-01,119.57786560058594,120.30866252291608,116.93725361331916,117.91164950975931,127728200,AAPL,112.99010472995256,91.8782272300846,114.502702706665,114.00253866884822,58.232301218769344,0.5001640378167735,0.4290773403247524,0.0710866974920211,119.41693300914348,114.3103552939031,109.20377757866272,0.0,121.18564255631568
2020-12-02,119.92864990234376,120.21122560718796,117.79472048917064,118.89578518676296,89004200,AAPL,113.17590374649996,92.08536775433907,115.178561549757,114.36500137387893,59.88160855015301,0.8135601758780666,0.5059739074354153,0.3075862684426513,119.05777778710656,114.92173230044725,110.78568681378788,0.0,121.34152267781415
2020-12-03,119.7922592163086,120.61074837403658,119.08094679052395,120.35740330586026,78967600,AAPL,113.41155671717232,92.29663302716156,115.97530643531134,114.80888299847012,62.26486395549889,1.166423436841214,0.638063813316575,0.5283596235246388,119.75981084244272,115.388302225944,111.01679360944526,0.0,117.41471371847992
2020-12-04,119.1198959350586,119.71427801461196,118.40858367403467,119.46093300511777,78260400,AAPL,113.75476087816,92.50826983361785,116.51155667682002,115.15347929525883,59.9139241369048,1.3580773815611735,0.7820665269654947,0.5760108545956788,120.3276813155718,115.62474721918944,110.92181312280704,0.0,119.29530252010171
2020-12-07,120.5815200805664,121.3805246031321,119.11992589777168,119.17838728618668,86712000,AAPL,114.02889284125018,92.74434868073222,116.92183830903028,115.45162062792018,59.15581209092644,1.4702176811100998,0.9196967577944156,0.550520923315684,120.76583244188753,115.81913994247525,110.87244744306298,0.0,119.46093825563229
2020-12-08,121.19538116455078,121.78002475694832,119.93840933537945,121.18564255631568,82225500,AAPL,114.215160136873,92.98599719445164,117.57780819322802,115.87636299298651,62.7608054581172,1.7014452002415084,1.0760464462838344,0.625398753957674,121.44627713705437,116.0076865112585,110.56909588546264,0.0,121.15640332920536
2020-12-09,118.66193389892578,122.72516309946796,117.90190627108922,121.34152267781415,115089200,AAPL,114.4134940316602,93.24587959353532,118.15684119085668,116.28118963630708,63.03367389745745,1.8756515545495915,1.235967467936986,0.6396840866126057,122.1169145153206,116.44519015619731,110.77346579707404,0.0,124.14779942243344
2020-12-10,120.08455657958984,120.69843079499792,117.07367661772612,117.41471371847992,81312200,AAPL,114.54807670874636,93.49270064168655,118.04266773356794,116.3651543831347,52.58123712978944,1.6775133504332445,1.3242766444362375,0.3532367059970069,122.19526028328708,116.6064525302924,111.01764477729772,0.0,125.5996232120097
2020-12-11,119.27581787109376,119.61685498411975,117.46344071723956,119.29530252010171,86939800,AAPL,114.6453723062682,93.77778133356249,118.23538077765004,116.5822023932804,56.31713344216341,1.653178384369653,1.3900569924229207,0.2631213919467323,122.45345997313063,116.743354709188,111.03324944524536,0.0,125.65811357033245
2020-12-14,118.66193389892578,120.19173519532912,118.42808095975704,119.46093825563229,79184500,AAPL,114.83838915734232,94.0334052423634,118.423928081955,116.79544208678794,56.64115001783826,1.6284859951670685,1.4377427929717503,0.1907432021953179,122.72495067834554,116.89730870953989,111.06966674073423,0.0,121.8189898309686
2020-12-15,124.60576629638672,124.62525838078408,120.95178104734528,121.15640332920536,157243700,AAPL,115.04547144007476,94.27161525415042,118.8443088892243,117.11847625289296,59.918477211588296,1.7258326363313472,1.4953607616436695,0.2304718746876775,123.25247224659992,117.16137114146466,111.0702700363294,0.0,128.24026583476893
2020-12-16,124.5375518798828,125.0832112675532,123.31955686522454,124.14779942243344,98208600,AAPL,115.27755857094644,94.53353384328771,119.66023050971802,117.63916685804408,64.95203046003844,2.021063651673927,1.6005013396497212,0.4205623120242059,124.3403798692965,117.544309272562,110.74823867582752,0.0,128.77619836723767
2020-12-17,125.40474700927734,126.26222014302118,124.76164215896948,125.5996232120097,94359800,AAPL,115.55969249630644,94.80382496607416,120.5739832331475,118.22883029167116,67.11081003892518,2.3451529414763286,1.7494316600150428,0.5957212814612858,125.62070975960236,118.04563460398752,110.47055944837264,0.0,127.95769770274158
2020-12-18,123.41699981689452,125.79452841437984,122.8908250895469,125.65811357033245,192541500,AAPL,115.81128604224467,95.09077368145824,121.35615713117596,118.779147571572,67.19846865594798,2.5770095596039653,1.9149472399328276,0.6620623196711379,126.68296393791982,118.599579186208,110.51619443449616,0.0,130.55931944043445
2020-12-21,124.9468002319336,125.02475369942196,120.28918834325576,121.8189898309686,121251600,AAPL,116.004968029107,95.3806171447415,121.4273621619133,119.00432107226804,56.54547216875438,2.4230410896452668,2.0165660098753158,0.4064750797699514,126.9869750191153,118.91041155343504,110.83384808775476,0.0,134.5153654533124
2020-12-22,128.50335693359375,130.9685777717825,126.33044301842824,128.24026583476893,168904800,AAPL,116.23408355762044,95.6863591722106,122.47550118850648,119.68846512874956,66.19778653917527,2.7870360597569004,2.1706600198516326,0.6163760399052678,128.34196844308192,119.61343910079152,110.8849097585011,0.0,132.1086267541331
2020-12-23,127.60692596435548,129.0392746219151,127.43152692646524,128.77619836723767,88223700,AAPL,116.37256050530256,95.99447829321058,123.44483921600356,120.36163055382276,66.85943872092707,3.083208662180809,2.353169748317468,0.730038913863341,129.1602511795219,120.50257688701892,111.84490259451596,0.0,130.64702774975748
2020-12-24,128.59104919433594,130.04290467587725,127.7433293801488,127.95769770274158,54930100,AAPL,116.5777373421265,96.32446875741113,124.1391251370402,120.92430219448342,64.77408609988731,3.214822942556779,2.52550038716533,0.689322555391449,129.7084656090702,121.27088915001248,112.83331269095476,0.0,130.10134048912553
2020-12-28,133.190185546875,133.82353697075987,130.09159867672324,130.55931944043445,124486200,AAPL,116.87930259122751,96.65663390381133,125.12684733756238,121.63800717566498,68.17216651915696,3.4888401618974,2.718168342111744,0.7706718197856559,130.70754135989287,122.11958910467052,113.53163684944816,0.0,125.58985692759386
2020-12-29,131.41677856445312,135.23640894920797,130.90034989432698,134.5153654533124,121047300,AAPL,117.21018586526914,97.0363466299287,126.57123473998548,122.59188556660185,72.51410038693739,3.979349173383639,2.9704045083661232,1.0089446650175158,132.47389536234311,123.14660270927376,113.81931005620444,0.0,124.44986199518104
2020-12-30,130.29624938964844,132.50813272871576,129.98443549687033,132.1086267541331,96452100,AAPL,117.51861392519685,97.397295694336,127.42314120370048,123.2968293582708,66.56471006959501,4.126311845429669,3.2015859757788325,0.9247258696508364,133.63221111247623,123.85645157149249,114.0806920305087,0.0,125.0734581195904
2020-12-31,129.29261779785156,131.29013272873263,128.3474524139923,130.64702774975748,99116600,AAPL,117.87095839682432,97.76030546214491,127.91912374924772,123.84128849838092,63.17487646412152,4.077835250866784,3.376835830796423,0.7009994200703606,134.36798973527624,124.44401369964218,114.52003766400811,0.0,129.0392361452558
2021-01-04,126.09657287597656,130.18903254892197,123.5144223383572,130.10134048912553,143301900,AAPL,118.20324564298257,98.11136331993136,128.2548494015366,124.3049960532509,61.90729344311424,3.9498533482857,3.491439334294278,0.4584140139914217,134.9610086433141,124.93121055880545,114.9014124742968,0.0,125.88222675621482
2021-01-05,127.65557098388672,128.36689052584248,125.14162837880116,125.58985692759386,97664900,AAPL,118.43012900909883,98.440117928356,127.84485055939156,124.40017093283186,52.52409616467369,3.4446796265597186,3.4820873927473666,-0.0374077661876479,134.9496693288753,125.23765675492923,115.52564418098318,0.0,125.20987551647978
2021-01-06,123.35853576660156,127.69460255545032,123.14416745080456,124.44986199518104,155088000,AAPL,118.65483387715956,98.78629184401966,127.3225446264361,124.40385175226513,50.44352450647567,2.918692874170972,3.369408489032088,-0.4507156148611155,134.81930317726764,125.50123049037896,116.18315780349026,0.0,125.4632279789547
2021-01-07,127.56790924072266,128.25973687058584,124.58626017036607,125.0734581195904,109578200,AAPL,118.93831171209362,99.12556133046948,126.9765313176906,124.45345222391884,51.573559286877,2.523079093771756,3.2001426099800216,-0.6770635162082659,134.80534494692705,125.69562126854272,116.58589759015835,0.0,127.451013562091
2021-01-08,128.66897583007812,129.23412721104498,126.8955682344821,129.0392361452558,105158200,AAPL,119.27231294350022,99.46724163019584,127.2938705219314,124.79313992179566,58.11482005502936,2.500730600135753,3.0602602080111683,-0.5595296078754148,135.07154885881445,126.0805069419148,117.08946502501512,0.0,125.48271340602643
2021-01-11,125.67759704589844,126.83713071211608,125.20989110987996,125.88222675621482,100384500,AAPL,119.55173381116282,99.79825703491213,127.076694557975,124.87381302064152,52.083514271621,2.2028815373334822,2.8887844738756314,-0.6859029365421492,134.572991314667,126.50388259380152,118.43477387293603,0.0,124.50831458189415
2021-01-12,125.502197265625,126.36940903829134,123.61186680500133,125.20987551647978,91951100,AAPL,119.86984535319068,100.1183696403381,126.7894916285142,124.89870653885175,50.872599982685045,1.890785089662458,2.689184597032997,-0.7983995073705388,134.19574938046566,126.79961124362045,119.40347310677522,0.0,125.36578090905977
2021-01-13,127.5386962890625,128.08435568917824,125.2001517548226,125.4632279789547,88636800,AAPL,120.21850964740874,100.44218195925625,126.58545106704352,124.94052294182237,51.331768698034914,1.6449281252211705,2.480333302670632,-0.8354051774494611,133.7275869474917,127.09972572978656,120.47186451208144,0.0,130.3741822074859
2021-01-14,125.60940551757812,127.64588980955337,125.46323718090288,127.451013562091,90221800,AAPL,120.64486525096312,100.77005053735571,126.71861452782004,125.1264852099904,54.89392246139391,1.5921293178296594,2.302692505702437,-0.7105631878727778,133.45534918354588,127.41445624143084,121.37356329931578,0.0,132.79070380672675
2021-01-15,123.88470458984376,126.88584599937764,123.74828974705144,125.48271340602643,111598500,AAPL,121.02115461796603,101.09909254872127,126.52847589369796,125.15287248377084,50.91963858252953,1.375603409927109,2.1172746865473715,-0.7416712766202624,133.40460335419596,127.48120194061048,121.557800527025,0.0,139.40683420534555
2021-01-19,124.55703735351562,125.4145105561259,123.68982554382202,124.50831458189415,90757300,AAPL,121.29080081368542,101.4307187879087,126.21768184572817,125.1051274540022,49.02728380292325,1.1125543917259506,1.9163306275830876,-0.8037762358571368,133.43781933017607,127.42663650910472,121.41545368803338,0.0,139.92327397986588
2021-01-20,128.6494903564453,129.0977190154373,125.25859676461178,125.36578090905977,104319500,AAPL,121.50347576906242,101.76365470864356,126.0866201631638,125.1244351173398,50.7614376337086,0.9621850458239862,1.7255015112312673,-0.763316465407281,133.44172590605191,127.41201987604106,121.3823138460302,0.0,139.7576476026418
2021-01-21,133.36557006835938,136.0938817254987,130.1695525142569,130.3741822074859,120150900,AAPL,121.80514875680274,102.11182809711988,126.74624509305949,125.51330527216544,59.44109848359427,1.232939820894046,1.6269891731638233,-0.3940493522697772,133.41866161953195,127.83977949486692,122.26089737020192,0.0,135.9477307492471
2021-01-22,135.50927734375,136.26930513798973,131.5629700317484,132.79070380672675,114459400,AAPL,122.11266860932426,102.447996580914,127.67616181823908,126.0523718302811,62.844381969613785,1.623789987957963,1.626349336122651,-0.0025593481646883,134.04953453420782,128.06730139346482,122.0850682527218,0.0,132.35219077043976
2021-01-25,139.2606658935547,141.37510329816405,133.04401504155618,139.40683420534555,157611700,AAPL,122.64897629785042,102.82700172891371,129.48088064702466,127.04159126547108,70.21368993975099,2.4392893815535928,1.7889373452088395,0.650352036344753,136.36243435115912,128.5988331853702,120.83523201958133,0.0,130.32547623427098
2021-01-26,139.49453735351562,140.60534821810342,137.75036015705467,139.92327397986588,98390600,AAPL,123.16365245271618,103.20137492963909,131.08740269823102,127.99578998505588,70.70216019925758,3.091612713175138,2.0494724188020994,1.042140294373039,138.38450193463208,129.19711199922645,120.00972206382082,0.0,132.25476545115475
2021-01-27,138.4227294921875,140.60538245410504,136.81498162000685,139.7576476026418,140843800,AAPL,123.6276602259252,103.57539205058666,132.42128652967884,128.86703869746967,70.30396525231873,3.554247832209171,2.350427501483514,1.203820330725657,139.9281482118674,129.6570284073368,119.3859086028062,0.0,132.28398241128824
2021-01-28,133.57994079589844,138.35448999967485,133.19992695994156,135.9477307492471,142621100,AAPL,124.01897767593826,103.91620963286128,132.96381640961243,129.39153440500874,61.69616971501712,3.572282004603693,2.59479840210755,0.9774836024961432,140.15310276135253,129.72864667213355,119.3041905829146,0.0,132.81016544490666
2021-01-29,128.58128356933594,133.2388945668448,126.8760908230651,132.35219077043976,177523800,AAPL,124.34851839753286,104.23614454419383,132.86972015743203,129.61084228392957,54.86855574505249,3.258877873502456,2.7276142963865317,0.5312635771159249,140.17693656316962,129.74082487294885,119.30471318272808,0.0,134.03326822644928
2021-02-01,130.7054901123047,131.9137466089755,127.57767214071627,130.32547623427098,106239800,AAPL,124.62524718620855,104.53991783361862,132.47829801540726,129.663778132103,51.41464775332995,2.814519883304257,2.7449954137700763,0.0695244695341807,140.15621488179866,129.72474729717456,119.29327971255046,0.0,132.74517291566528
2021-02-02,131.53372192382812,132.81991691760996,131.16344668453948,132.25476545115475,83305400,AAPL,124.95888016356166,104.85659366902289,132.44390839013764,129.85570311869944,54.35990487200337,2.5882052714381985,2.713637385303701,-0.1254321138655028,140.3215070406526,129.832418545276,119.3433300498994,0.0,133.32088673165194
2021-02-03,130.51058959960938,132.2937358859012,130.189037167514,132.28398241128824,89880900,AAPL,125.31297537326896,105.18157391468364,132.41930439339157,130.03557565889122,54.40498214376465,2.383728734500352,2.647655655143032,-0.26392692064268,140.51966226521716,130.16712481946075,119.81458737370434,0.0,133.18428060554035
2021-02-04,133.87225341796875,133.88199202454763,131.1439418976162,132.81016544490666,84183100,AAPL,125.65713183243854,105.51120654535907,132.47943686285544,130.24110082822568,55.2619695480012,2.2383360346297536,2.565791731040376,-0.3274556964106225,140.65170836141868,130.58513999194702,120.51857162247532,0.0,132.61827762495054
2021-02-05,133.45750427246094,134.10157011842293,132.57924349365368,134.03326822644928,75693800,AAPL,126.05420289921474,105.85018644925174,132.7184878418699,130.52200211698295,57.27234381139532,2.1964857248869123,2.491930529809683,-0.2954448049227709,140.87361864664717,131.03313049728996,121.19264234793272,0.0,131.10573109073752
2021-02-08,133.6039276123047,133.652723200127,131.66197638343067,132.74517291566528,71297200,AAPL,126.48923750467424,106.17999028145069,132.7225932378384,130.6866814354039,54.4950194979997,2.035911802434498,2.4007267843346463,-0.3648149819001482,141.04130686552196,131.21842733581042,121.39554780609888,0.0,132.2182178860353
2021-02-09,132.72561645507812,134.55046970081816,132.56949146196018,133.32088673165194,76774200,AAPL,126.90382619044988,106.51106283692748,132.8146383907328,130.8818077536445,55.53293836826236,1.9328306370883013,2.3071475548853773,-0.374316917797076,141.13628540290446,131.59036033458227,122.0444352662601,0.0,128.0805685718384
2021-02-10,132.12060546875,133.6819746696006,131.15450660056266,133.18428060554035,73046600,AAPL,127.2958053956152,106.83588442271936,132.87150642378012,131.05236129822936,55.211143271155166,1.8191451255507616,2.209547069018454,-0.3904019434676926,141.0915403174826,131.98908058903532,122.88662086058804,0.0,126.08007238065764
2021-02-11,131.86688232421875,133.09645045385943,130.53972304081887,132.61827762495054,64280000,AAPL,127.66866908088927,107.15390581494653,132.8325481470371,131.16835510020871,53.81958205539793,1.6641930468283874,2.100476264580441,-0.4362832177520537,140.94361462479682,132.34683307133508,123.75005151787336,0.0,127.09496971320031
2021-02-12,132.10108947753906,132.25722938185646,130.4616651531689,131.10573109073752,60145100,AAPL,127.93255071250884,107.46478795175594,132.56688398452948,131.16371628469233,50.179770054656544,1.4031676998371552,1.961014551631784,-0.5578468517946289,140.8533505743857,132.52956894776744,124.20578732114916,0.0,124.91880108792212
2021-02-16,129.9737548828125,132.72565030112574,129.58340507467835,132.2182178860353,80576300,AAPL,128.1989993664943,107.7749020592028,132.5132430462996,131.24182751442143,52.7128703637276,1.2714155318781764,1.8230947476810624,-0.5516792158028863,140.54224305418688,132.86634417176788,125.19044528934889,0.0,120.77145942992853
2021-02-17,127.6804656982422,129.02714615555675,126.34355329024206,128.0805685718384,97918500,AAPL,128.35346267181384,108.06881873209768,131.83129312715172,131.0076601853412,43.794086662091416,0.8236329418105299,1.6232023865069565,-0.7995694446964263,140.07355641605133,133.04495687126507,126.0163573264788,0.0,121.922963593051
2021-02-18,126.57776641845705,126.86075693989008,124.33330389453356,126.08007238065764,96856700,AAPL,128.48584545932465,108.34919839542114,130.9464899353834,130.64265368129057,40.24835523670178,0.303836254092829,1.3593291600241308,-1.055492905931302,139.95846788990676,133.080671444845,126.20287499978323,0.0,121.66924076662798
2021-02-19,126.73389434814452,127.55362134396646,125.6897404521568,127.09496971320031,87668800,AAPL,128.64417710786492,108.627523047954,130.35394836273986,130.37986227624685,42.77946702949715,-0.0259139135069972,1.0822805453179052,-1.1081944588249024,140.1897610632909,132.91671082013073,125.6436605769706,0.0,119.62968743773789
2021-02-22,122.95734405517578,126.5875144518398,122.56700179136556,124.91880108792212,103916400,AAPL,128.71884027849703,108.88843055494122,129.51777185892175,129.97533922525983,38.96773994554585,-0.4575673663380826,0.7743109629867077,-1.23187832932479,140.58957263745157,132.5231156841905,124.4566587309294,0.0,120.76168897682948
2021-02-23,122.82074737548828,123.65022018141,115.5311309097856,120.77145942992853,158273000,AAPL,128.70743901353933,109.12526059392854,128.17218533138433,129.2935703515316,32.94331403832264,-1.1213850201472724,0.3951717663599117,-1.516556786507184,140.5209675788272,131.59134694541962,122.66172631201202,0.0,125.30914836930084
2021-02-24,122.32305908203124,122.52798712933732,119.27840529901452,121.922963593051,111039900,AAPL,128.79760401103076,109.36391740600384,127.21076660240996,128.74759948053304,35.90614728309704,-1.536832878123079,0.0087708374633135,-1.5456037155863922,139.7085005286612,130.69133142607888,121.67416232349656,0.0,121.79610408542
2021-02-25,118.06834411621094,123.406256322551,117.62921364696236,121.66924076662798,148199500,AAPL,128.8450827759613,109.59831983110864,126.3582241661358,128.22327661283637,35.53359860505047,-1.86505244670056,-0.365993819369461,-1.4990586273310984,138.61173063918704,129.7869110842782,120.96209152936932,0.0,118.80997061161986
