Date,Open,High,Low,Close,Volume,ticker
2020-01-02,152.79110717773438,152.89574617385426,150.61273200493892,151.04079534722928,22622100,MSFT
2020-01-03,150.88858032226562,152.15375554790847,150.35587801990002,150.6032144567477,21116200,MSFT
2020-01-06,151.27859497070312,151.34519001394506,148.8814201698209,149.4236443274812,20813700,MSFT
2020-01-07,149.89927673339844,151.88740299171096,149.6519548138877,151.55447131333676,21634100,MSFT
2020-01-08,152.28697204589844,152.96237197756489,150.25127940622974,151.18350868587726,27746500,MSFT
2020-01-09,154.189453125,154.31312134782266,153.18112165750648,153.95163855191004,21385000,MSFT
2020-01-10,153.47601318359375,155.2643834620675,153.32380836945768,154.88388594177735,20725900,MSFT
2020-01-13,155.3214569091797,155.34999349749867,153.39991104375198,153.87554020246824,21626500,MSFT
2020-01-14,154.22752380371094,155.6258747654675,153.83750438933242,155.42610412162335,23477400,MSFT
2020-01-15,155.22633361816406,155.9492992679197,154.64607994777714,154.69363125416567,21417900,MSFT
2020-01-16,158.07058715820312,158.13718220524274,156.03489501300612,156.33930463081663,23865400,MSFT
2020-01-17,158.95530700683594,159.307268019974,157.36669248011586,159.25970219021264,34371700,MSFT
2020-01-21,158.38449096679688,159.99211965397268,158.31789592529336,158.55571047629456,29517200,MSFT
2020-01-22,157.62351989746094,159.32628062584678,157.60449066453182,159.2406563351917,24138800,MSFT
2020-01-23,158.59381103515625,158.66991345348552,157.21448917618713,158.0896452143955,19680800,MSFT
2020-01-24,156.9956817626953,159.3643204314718,156.43444278382523,159.34529119903766,24918100,MSFT
2020-01-27,154.3702392578125,155.416629488661,152.39161969451507,153.29531243112757,32078100,MSFT
2020-01-28,157.3952178955078,157.6805837973838,155.12171094857308,155.7970962697475,24899900,MSFT
2020-01-29,159.84945678710938,160.52485664465172,157.61400823323692,159.65920800817042,34754500,MSFT
2020-01-30,164.35841369628906,165.56651584401405,162.46540438725938,165.56651584401405,51597500,MSFT
2020-01-31,161.9327392578125,163.99696857403814,161.3144270049764,163.81624164178635,36142700,MSFT
2020-02-03,165.88043212890625,165.99457848362047,162.09441352698238,162.12295011566093,30107000,MSFT
2020-02-04,171.34068298339844,171.83534148669108,167.71639028102626,168.5059366082836,36433300,MSFT
2020-02-05,171.13136291503906,175.22177652122053,169.71399733310685,175.06006435150576,39186300,MSFT
2020-02-06,174.6796112060547,174.86035265195414,171.28361123428937,172.14925999356916,27751400,MSFT
2020-02-07,174.92686462402344,176.5820590683,173.58558711823284,173.9375625120159,33529100,MSFT
2020-02-10,179.50250244140625,179.63567807038658,174.31814575709836,174.6320628500637,35844300,MSFT
2020-02-11,175.4501190185547,181.40499196770674,174.55593371146628,181.35742613997917,53159900,MSFT
2020-02-12,175.70697021484375,176.79140436308234,172.9863702267991,176.5345604946683,47062900,MSFT
2020-02-13,174.7556915283203,177.15285230690492,173.95662342040714,174.15639407614833,35295800,MSFT
2020-02-14,176.31573486328125,176.37280803989367,173.74732579532215,174.31808659154638,23149500,MSFT
2020-02-18,178.10409545898438,178.55118804130632,176.45842259014753,176.56306158845797,27792200,MSFT
2020-02-19,178.63827514648438,179.4967403235362,177.8656535761982,179.38228218118198,29997500,MSFT
2020-02-20,175.9102325439453,178.60964847032747,172.74343619825413,178.32348857919536,36862400,MSFT
2020-02-21,170.34925842285156,175.03269814425303,169.07109398402642,174.71792369802935,48572600,MSFT
2020-02-24,163.00454711914062,166.49566562535716,155.69800236911044,160.02851930646872,68311100,MSFT
2020-02-25,160.314697265625,166.77229643217194,159.9140646567096,166.16182874650244,68073300,MSFT
2020-02-26,162.31776428222656,165.2651774725865,160.44821363038548,161.87899842819465,56206100,MSFT
2020-02-27,150.88101196289062,159.3226476855141,150.6902435766376,155.78384827323185,93174900,MSFT
2020-02-28,154.5343017578125,156.15586961350579,144.98620247898583,145.37728717616818,97012700,MSFT
2020-03-02,164.81687927246094,164.94088529079474,154.82046595157254,157.68203581689798,71030800,MSFT
2020-03-03,156.91896057128906,166.9249225999731,154.7727829950037,165.7802974702272,71677000,MSFT
2020-03-04,162.68023681640625,162.82330947641486,157.97771647661318,160.71529466057675,49814400,MSFT
2020-03-05,158.59774780273438,162.98547961930032,158.0445092042918,158.38789817730108,47817300,MSFT
2020-03-06,154.11460876464844,155.58354143800216,148.8016208295447,155.1066131661126,72821100,MSFT
2020-03-09,143.6698760986328,150.4708782982367,143.07848966551825,144.03234626328836,70419300,MSFT
2020-03-10,153.49461364746094,153.59953846338823,145.53945250980186,150.86197447696378,65354400,MSFT
2020-03-11,146.54100036621094,150.4231893253635,144.1754254179257,149.87949860861463,56371600,MSFT
2020-03-12,132.64332580566406,146.38840594496588,132.18547861171123,138.59539754585046,93226400,MSFT
2020-03-13,151.50106811523438,154.43894862787204,134.23625525895997,140.69386947918466,92727400,MSFT
2020-03-16,129.17127990722656,142.45851206167876,128.77066181702637,133.53994558802734,87905900,MSFT
2020-03-17,139.80677795410156,140.69385766362416,128.77064938704584,133.53993269767716,81059800,MSFT
2020-03-18,133.92141723632812,139.26301827989965,128.7896802955333,131.63216796319284,81593200,MSFT
2020-03-19,136.12486267089844,143.2215425522021,132.58604877786954,136.18209173010897,85922700,MSFT
2020-03-20,131.01222229003906,140.31232502440062,129.59097058119917,139.26307684274727,84866200,MSFT
2020-03-23,129.7054443359375,134.08365813473284,126.40510793955558,130.68791568122168,78975200,MSFT
2020-03-24,141.49508666992188,142.69695531892708,134.75132797536872,137.1168883034806,82516700,MSFT
2020-03-25,140.14064025878906,147.2087226877982,137.77507945408,142.03882054333977,75638200,MSFT
2020-03-26,148.9065399169922,149.4311639068765,141.52368531178152,141.5522998426211,64568100,MSFT
2020-03-27,142.79232788085938,147.74284588636053,142.3153995883016,144.74773679128555,57042300,MSFT
