Date,Open,High,Low,Close,Volume,ticker
2020-01-02,72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400,AAPL
2020-01-03,71.83329772949219,72.59406313642577,71.60869213351766,71.76567430155144,146322800,AAPL
2020-01-06,72.40567016601562,72.4443131708714,70.70300468370534,70.95418053006813,118387200,AAPL
2020-01-07,72.06514739990234,72.67134068922641,71.84536944211234,72.41533721540509,108872000,AAPL
2020-01-08,73.22443389892578,73.52632558940573,71.76810867886658,71.76810867886658,132079200,AAPL
2020-01-09,74.77973937988281,74.9729470074444,73.95135080537464,74.20251924712501,170108400,AAPL
2020-01-10,74.94880676269531,75.51395427727236,74.446462424671,75.01402005997716,140644800,AAPL
2020-01-13,76.55004119873047,76.57661149006776,75.1468497409281,75.26519625077637,121532000,AAPL
2020-01-14,75.51634216308594,76.69734519501581,75.39317544857371,76.48722989986206,161954400,AAPL
2020-01-15,75.19274139404297,76.19743749233605,74.76043057245047,75.31591552157606,121923600,AAPL
2020-01-16,76.13462829589844,76.24572968842827,75.37386309518617,75.73613294032523,108829200,AAPL
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400,AAPL
2020-01-21,76.45585632324219,77.04755940221253,76.31819199284013,76.60559336877427,110843200,AAPL
2020-01-22,76.728759765625,77.2818197819215,76.63456606365708,76.94128522699003,101832400,AAPL
2020-01-23,77.09827423095703,77.17797035715289,76.23365270464286,76.78189247630218,104472000,AAPL
2020-01-24,76.8760757446289,78.08846950735138,76.6852782289865,77.34461200102739,146537600,AAPL
2020-01-27,74.61552429199219,75.29658608064733,73.63256355928529,74.8836004716033,161940000,AAPL
2020-01-28,76.72636413574219,76.89783652233591,75.39804092914581,75.49706227081296,162234000,AAPL
2020-01-29,78.33241271972656,79.1801266517597,77.61753550777614,78.35898301190313,216229200,AAPL
2020-01-30,78.21890258789062,78.27203580279424,76.9823558087521,77.4146666313588,126743200,AAPL
2020-01-31,74.75077819824219,77.93150399168975,74.4561316996704,77.50885574859744,199588400,AAPL
2020-02-03,74.54549407958984,75.71200004458515,72.99014787932889,73.49249228699044,173788400,AAPL
2020-02-04,77.00650787353516,77.19730542119127,75.74580830506335,76.151548831137,136616400,AAPL
2020-02-05,77.63445281982422,78.43386124893598,77.03066957303884,78.13437974665777,118826800,AAPL
2020-02-06,78.54252624511719,78.54494373627665,77.34704001476739,77.90493506301061,105425600,AAPL
2020-02-07,77.47492218017578,78.2907522912515,76.98348700831134,78.04140355652011,117684000,AAPL
2020-02-10,77.84291076660156,77.84291076660156,75.97884915779663,76.05873445176091,109348800,AAPL
2020-02-11,77.37323760986328,78.41179042644524,77.15536130814662,78.33916745517011,94323200,AAPL
2020-02-12,79.21070098876953,79.21554005883662,77.82354276759801,77.82354276759801,113730400,AAPL
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600,AAPL
2020-02-14,78.66600036621094,78.91534913157656,78.15761730819476,78.61515688888446,80113600,AAPL
2020-02-18,77.22560119628906,77.40716608938378,76.16283780918529,76.34440270228002,152531200,AAPL
2020-02-19,78.34403228759766,78.57401741875222,77.46768033586122,77.46768033586122,93984000,AAPL
2020-02-20,77.540283203125,78.59336068691168,77.0343234338156,78.10434874137093,100566000,AAPL
2020-02-21,75.78514862060547,77.57659398679,75.16783122272501,77.13357171386221,129554000,AAPL
2020-02-24,72.18533325195312,73.63785189891229,70.0186640363075,71.96261786330551,222195200,AAPL
2020-02-25,69.74028015136719,73.23843325634256,69.26821587876495,72.85593981243385,230673600,AAPL
2020-02-26,70.84661102294922,72.11272604677254,69.35778056176747,69.36504286107494,198054800,AAPL
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600,AAPL
2020-02-28,66.17675018310547,67.39929122080478,62.06370365251087,62.27916414492055,426510000,AAPL
2020-03-02,72.33784484863281,72.97453333535833,67.23224297649529,68.3361564954498,341397200,AAPL
2020-03-03,70.04045867919922,73.59428625555064,69.18830958377835,73.51440097180128,319475600,AAPL
2020-03-04,73.28922271728516,73.44900060242385,70.96277632942854,71.76408159497221,219178400,AAPL
2020-03-05,70.91197967529297,72.51700693831131,70.546426702123,71.5413986547228,187572800,AAPL
2020-03-06,69.9702377319336,70.40357449268282,68.08196660960988,68.26837049351515,226176800,AAPL
2020-03-09,64.43614959716797,67.32181576257562,63.66873234822989,63.850297174318,286744800,AAPL
2020-03-10,69.07696533203125,69.34326197621986,65.2108433903716,67.09186034094932,285290000,AAPL
2020-03-11,66.6778793334961,68.07956216167183,65.81362880191305,67.15237416724361,255598800,AAPL
2020-03-12,60.093116760253906,65.36333966293708,60.03743791262368,61.95960486263178,418474000,AAPL
2020-03-13,67.29277801513672,67.76484959839499,61.23577335258076,64.12629016039305,370732000,AAPL
2020-03-16,58.635765075683594,62.7197589173465,58.10075235573811,58.572820229839216,322423600,AAPL
2020-03-17,61.2139778137207,62.36388471818226,57.71340624039025,59.91881387267281,324056000,AAPL
2020-03-18,59.71546936035156,60.521617752082875,57.403542823432716,58.04507418797264,300233600,AAPL
2020-03-19,59.2579231262207,61.209139394324836,58.73259595357314,59.88976893183757,271857200,AAPL
2020-03-20,55.495906829833984,60.96463960776638,55.195718260351654,59.838935242667574,401693200,AAPL
2020-03-23,54.31693649291992,55.31675472983707,51.470001124172114,55.215078862447456,336752800,AAPL
2020-03-24,59.76631164550781,59.962401104198456,56.72086326951332,57.21956082962695,287531200,AAPL
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000,AAPL
2020-03-26,62.564815521240234,62.622913898421515,59.64041109887326,59.67914581295788,252087200,AAPL
2020-03-27,59.97450256347656,61.94266302499107,59.80746231049624,61.187354431284916,204216800,AAPL
2020-03-30,61.68605422973633,61.85793725267391,60.376365510763634,60.700764195325654,167976400,AAPL
2020-03-31,61.56016159057617,63.545269736802034,61.00578524680458,61.877297942194495,197002000,AAPL
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400,AAPL
2020-04-02,59.29424285888672,59.34750218277398,57.35028861884206,58.18306674441,165934000,AAPL
2020-04-03,58.44209671020508,59.48064606073332,57.851405121245946,58.77859676208636,129880000,AAPL
2020-04-06,63.54044723510742,63.695378761411575,60.37153567284435,60.739504512224016,201820400,AAPL
2020-04-07,62.80448532104492,65.7748907610296,62.700389921682174,65.55700704789928,202887200,AAPL
2020-04-08,64.41195678710938,64.72666628175166,63.24025901440216,63.60580460540187,168895200,AAPL
2020-04-09,64.87674713134766,65.38029109822737,64.0802880085237,65.04863383479294,161834800,AAPL
2020-04-13,66.15013122558594,66.25907309767462,64.35384627795469,64.95422341312944,131022800,AAPL
2020-04-14,69.49092102050781,69.78142775121215,67.31214270390448,67.78421429432576,194994800,AAPL
2020-04-15,68.85664367675781,69.3166064306414,67.93671816899065,68.36520850392205,131154400,AAPL
2020-04-16,69.40377807617188,69.76933104897813,68.35312357088294,69.57081834931556,157125200,AAPL
2020-04-17,68.46205139160156,69.46671616167201,67.02405715552152,68.91959837030558,215250000,AAPL
2020-04-20,67.04100036621094,68.19091103013936,67.02163670043845,67.28793327913718,130015200,AAPL
2020-04-21,64.96873474121094,67.11846344497374,64.25700003826536,66.8836393098129,180991600,AAPL
2020-04-22,66.840087890625,67.27584066000009,65.8959519650496,66.2372874479201,116862400,AAPL
2020-04-23,66.5810546875,68.20787638244808,66.54231995810906,66.78440647588174,124814400,AAPL
2020-04-24,68.50321197509766,68.51289750296907,67.05795538482593,67.10637563628991,126161200,AAPL
2020-04-27,68.55162811279297,68.88328539052851,67.77210939351758,68.21996344716476,117087600,AAPL
2020-04-28,67.44043731689453,69.19556400981887,67.34845067537042,69.01399917951635,112004800,AAPL
2020-04-29,69.65556335449219,70.12521183676908,68.72595192022415,68.92930372885513,137280800,AAPL
2020-04-30,71.12500762939453,71.30173342629523,69.8056406949222,70.195396396661,183064000,AAPL
2020-05-01,69.97991943359375,72.38383568163243,69.20040090766054,69.29723399286716,240616800,AAPL
2020-05-04,70.97006225585938,71.09836777466262,69.31419187836596,70.0041397159612,133568000,AAPL
2020-05-05,72.0352554321289,72.86803354943969,71.28478583493806,71.43003920663523,147751200,AAPL
2020-05-06,72.77845764160156,73.41029979065098,72.35238308451844,72.7372996904726,142333600,AAPL
2020-05-07,73.53133392333984,73.87752315205448,73.10284357834273,73.40545163246576,115215200,AAPL
2020-05-08,75.28150939941406,75.33491288731747,73.86389829348582,74.19160117798899,133838400,AAPL
2020-05-11,76.46610260009766,76.96129057605077,74.57999392969896,74.78875574566902,145946400,AAPL
2020-05-12,75.59221649169922,77.60211807775983,75.47084560508229,77.15061452744153,162301200,AAPL
2020-05-13,74.67950439453125,76.69426553932014,73.60173033825646,75.77184236444022,200622400,AAPL
2020-05-14,75.13831329345703,75.19899875512536,73.19394873107822,73.91732210100616,158929200,AAPL
2020-05-15,74.69407653808594,74.74019807230623,72.87351305431154,72.90750046179672,166348400,AAPL
2020-05-18,76.45394897460938,76.8277733901168,75.3276309672179,76.01944652197729,135178400,AAPL
2020-05-19,76.01217651367188,77.31812127307398,75.9806188920403,76.47095469800648,101729600,AAPL
2020-05-20,77.49047088623047,77.56086067764168,76.83263524563915,76.87147482429302,111504800,AAPL
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800,AAPL
2020-05-22,77.40792846679688,77.49045978164982,76.5486205059651,76.65056790341653,81803200,AAPL
2020-05-26,76.88361358642578,78.70659948141834,76.82778030514494,78.52697291852887,125522000,AAPL
