Date,Open,High,Low,Close,Volume,ticker,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_signal,MACD_hist,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower
2020-10-15,210.61558532714844,211.286760163365,207.1158639310317,208.1609947086912,22733100,MSFT,203.11648416287554,178.66241148088855,205.532590168492,203.27163502576013,55.208842112706115,2.2609551427318593,0.6940074313792844,1.566947711352575,213.7519093887775,200.98179923841033,188.21168908804316
2020-10-16,210.61558532714844,213.13728611397025,210.2895882110596,211.08540039724292,26057900,MSFT,203.27607231259626,178.9626345061386,206.3868686652229,203.8504324606848,57.79793064184438,2.5364362045380915,1.062493186011046,1.4739430185270455,214.93575219103934,201.81357947974305,188.69140676844677
2020-10-19,205.39959716796875,213.1469088650928,204.9201844240664,211.34431226625483,27625800,MSFT,203.39282073927478,179.26633999518617,207.1495522961509,204.4055346685048,58.02924384779292,2.7440176276460875,1.3987980743380544,1.3452195533080331,215.29340167110695,202.92725543797465,190.56110920484235
2020-10-20,205.8118438720703,208.41984984684413,204.3160787516439,206.91450174044525,22753500,MSFT,203.48180805153947,179.55379428225098,207.11339067219618,204.59138408124113,52.70635343245926,2.522006590955044,1.6234397776614524,0.8985668132935918,215.56964149731286,203.44214458663004,191.3146476759472
2020-10-21,205.9556884765625,207.9883935404544,204.34485427779788,204.34485427779788,22724900,MSFT,203.60567956653983,179.8177461970733,206.68746199613489,204.5731226143194,49.84983259857829,2.1143393818154834,1.7216196984922587,0.3927196833232247,215.67667075357204,203.69239694793424,191.70812314229644
2020-10-22,206.0419921875,207.16381616381312,202.9833367825152,205.12151335460692,22351500,MSFT,203.78085829284504,180.08743622041692,206.44654682051518,204.61374415063702,50.71918108487694,1.8328026698781628,1.7438562927694397,0.08894637710872311,215.00067938641803,204.36740750323997,193.73413562006192
2020-10-23,207.32681274414065,207.374756940382,204.38322636550816,206.17622518692104,18879600,MSFT,203.89774064075286,180.348559153592,206.4049588768853,204.72948348665804,51.937650388894596,1.6754753902272626,1.7301801122610043,-0.05470472203374177,214.69462241237608,204.91777283112657,195.14092324987706
2020-10-26,201.43003845214844,207.4322800897711,199.5315682881296,205.04481424683485,37111600,MSFT,204.00500381017721,180.59936379511726,206.19570585687754,204.7528413207452,50.495338434614126,1.4428645361323333,1.6727169970352702,-0.22985246090293687,214.75698852916875,205.06015768095313,195.3633268327375
2020-10-27,204.4694976806641,205.8310278673544,201.6697295267006,202.8778441522253,36700300,MSFT,204.0528573403165,180.84437531486608,205.68526559462336,204.61395264159557,47.759717723057086,1.0713129530277854,1.5524361882337734,-0.481123235205988,214.7166298997039,205.16754455096807,195.61845920223226
2020-10-28,194.334716796875,200.24108452138293,193.77861096334297,199.11926060668324,51195600,MSFT,204.0077483581324,181.0628410972914,204.67511098109412,204.20693841678727,43.37079483203313,0.4681725643068546,1.3355834634483896,-0.867410899141535,214.72100402538783,205.16466672462903,195.60832942387023
2020-10-29,196.290771484375,198.82207039909957,194.99635111515076,195.66754071727715,31432600,MSFT,203.86545927659623,181.26771064460692,203.2893309405069,203.57439043904577,39.757439843673595,-0.28505949853888524,1.0114548710509346,-1.2965143695898198,215.12956983325518,204.7130625078591,194.296555182463
2020-10-30,194.1333923339844,195.87844706580933,191.40073391687423,195.120981388754,36953700,MSFT,203.74963394462873,181.4616190283966,202.03266177869875,202.94821199087602,39.20052147443338,-0.9155502121772656,0.6260538544052946,-1.5416040665825603,215.50409484487017,204.49732669787664,193.49055855088312
2020-11-02,193.99913024902344,196.82766203875832,191.88011983803784,195.87841969764497,30842200,MSFT,203.566114589902,181.6447126159338,201.08585530469048,202.42452367285892,40.445557546483656,-1.3386683681684417,0.23310940989054735,-1.571777778058989,215.72246441271324,204.3568574179596,192.99125042320594
2020-11-03,197.93032836914065,199.55074570208876,194.7566185066281,195.49491819127329,27512000,MSFT,203.35709121315904,181.82940865450863,200.22571113339552,201.91121956311184,39.99894074057219,-1.6855084297163216,-0.15061415803082645,-1.5348942716854952,216.00498625267153,204.120505906603,192.23602556053447
2020-11-04,207.48025512695312,209.3307960012596,203.67371661570436,205.20784331055373,42311800,MSFT,203.37473420530864,182.05924458938546,200.99219300680448,202.15541391477421,53.88733672254223,-1.1632209079697304,-0.35313550801860727,-0.8100853999511232,216.06413304250015,204.45417868989983,192.84422433729952
2020-11-05,214.0961151123047,214.89194194247165,212.04422936084907,212.89758337359197,36080100,MSFT,203.45450844047951,182.33328428018143,202.8237915247718,202.95113017098294,61.48776694719841,-0.1273386462111432,-0.30797613565711446,0.18063748944597124,217.10911965785047,205.00694138132425,192.90476310479804
2020-11-06,214.5084381103516,215.12208583391663,209.05271877417096,213.1085464685072,25231900,MSFT,203.4424279072842,182.6021005565288,204.4060615161157,203.70353137820695,61.67439909546503,0.7025301379087523,-0.10587488094394112,0.8084050188526934,218.07555274970775,205.5357346652507,192.99591658079362
