Date,Open,High,Low,Close,Volume,ticker,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_signal,MACD_hist,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower
2020-10-15,117.41676330566406,117.89339294386204,114.92660814304054,115.48105698538242,112559200,AAPL,113.97254021859891,85.84881637848885,114.48847895373626,113.10885750600002,53.00816882947618,1.3796214477362412,0.5344971115566982,0.845124336179543,120.75551631274702,111.25605649916736,101.7565966855877
2020-10-16,115.77285766601562,118.23383968675913,115.56858783907587,117.97120175123152,115393800,AAPL,114.18797188443203,86.08094297588642,115.02428246104323,113.46903115379494,55.71566136767584,1.5552513072482839,0.7386479506950154,0.8166033565532684,121.53949793350327,111.78521361905919,102.03092930461511
2020-10-19,112.81581115722656,117.1346730450766,112.50454176511802,116.68722375774855,120639300,AAPL,114.3193859820775,86.3055507231674,115.28011958361328,113.70741579112483,53.98838086651928,1.5727037924884542,0.9054591190537031,0.667244673434751,121.32785529468111,112.53517858338175,103.74250187208239
2020-10-20,114.30406951904295,115.73396585696943,112.4753553252332,113.02980416838348,124423700,AAPL,114.3894217716632,86.51592884135897,114.93391721203946,113.65722233758844,49.299886589311356,1.2766948744510245,0.9797062701331674,0.2969886043178571,121.39698392457771,112.70637707383132,104.01577022308493
2020-10-21,113.68152618408205,115.47132328298426,113.27297908868262,113.48697818121386,89946000,AAPL,114.48085744211986,86.72128704618802,114.71131120729706,113.64461165933847,49.88573583845942,1.0666995479585921,0.9971049256982524,0.06959462226033974,121.43686626904942,112.95198824427987,104.46711021951033
2020-10-22,112.59207153320312,114.819595912401,111.46371546147095,114.24568862177946,101988000,AAPL,114.61611368801925,86.93367494590258,114.63967696337127,113.68913587877854,50.899740478765125,0.9505410845927287,0.9877921574771477,-0.03725107288441898,120.4926638039106,113.54923642758217,106.60580905125374
2020-10-23,111.90145111083984,113.37025699470568,111.16218354117096,113.21461859214486,82572600,AAPL,114.6542445513013,87.1287354426277,114.42043721395183,113.65398645013902,49.43582122151699,0.7664507638128129,0.9435238787442808,-0.17707311493146793,119.81728195571007,113.93637790060552,108.05547384550097
2020-10-26,111.91119384765624,113.37027065181736,109.80039043082108,110.89956637288807,111850700,AAPL,114.63829237692504,87.30816317419223,113.8787647768651,113.44995533330561,46.22140569874699,0.42880944355948714,0.8405809917073221,-0.411771548147835,119.85162645210512,113.88774233049116,107.9238582088772
2020-10-27,113.41889190673828,114.08034029540528,111.41509565044464,112.3391745749253,92276800,AAPL,114.62715487921545,87.49353306581297,113.64190474579743,113.3676752771293,48.465427864707465,0.274229468668139,0.7273106870994855,-0.4530812184313465,119.83481344568831,113.93345966231475,108.03210587894118
2020-10-28,108.1662139892578,112.28081345722651,108.06894369566764,111.9111833730848,143937800,AAPL,114.64072478239359,87.67065283317908,113.37563991922624,113.25978698794081,47.82648594695137,0.11585293128543128,0.6050191359366747,-0.4891662046512434,119.78431072671987,113.99473983776036,108.20516894880086
2020-10-29,112.17381286621094,113.73988906858683,109.138930754146,109.30429841508608,146129200,AAPL,114.57044621687837,87.84059474764663,112.74927968782006,112.96678783439602,44.019783427980336,-0.21750814657595186,0.4405136794341494,-0.6580218260101012,119.87181400038769,113.7384286263142,107.60504325224072
2020-10-30,105.8900375366211,108.93464092441891,104.78114007672048,108.03001326805304,190272600,AAPL,114.47920486124323,88.00206414928527,112.0232387001636,112.60110082948172,42.24954430498264,-0.5778621293181203,0.23683851768369543,-0.8147006470018158,120.05392061904708,113.64942450462054,107.244928390194
2020-11-02,105.80250549316406,107.66039994190102,104.39206773628062,106.13323338437137,122866900,AAPL,114.28169464063504,88.15081329895938,111.11708403619556,112.12199953725133,39.69089965993839,-1.0049155010557627,-0.011512286064196187,-0.9934032149915665,120.52068561080814,113.41597171420987,106.3112578176116
2020-11-03,107.42696380615234,108.4483131156536,105.7636171410374,106.66824505588043,107624400,AAPL,113.91133252369967,88.30112655739492,110.43264726999323,111.71801772381644,40.780294200837766,-1.2853704538232193,-0.26628391961600084,-1.0190865342072186,120.80894596412068,113.12221182306152,105.43547768200236
2020-11-04,111.81390380859376,112.43644258276989,109.28483911084726,111.02600479592498,138235500,AAPL,113.70594305646456,88.4715501552396,110.5239330432135,111.6667575069356,48.88013933297965,-1.1428244637220928,-0.44159202843721923,-0.7012324352848736,120.80805533124614,113.0988657156573,105.38967610006846
2020-11-05,115.7825698852539,116.35647710423518,113.6815038164103,114.7320331402091,126387100,AAPL,113.54583308561055,88.66130085855913,111.1713330581359,111.89381496125216,54.57095146304843,-0.722481903116261,-0.4977700033730276,-0.2247118997432334,120.92348487663706,113.1815455589967,105.43960624135634
2020-11-06,115.65106201171876,116.14799861229584,113.15660323122869,115.2905328204704,114457900,AAPL,113.37816835237204,88.85103046265637,111.80505609849504,112.14542369156463,55.37714774208814,-0.34036759306958686,-0.46628952131233947,0.1259219282427526,121.11804940216679,113.33932767562757,105.56060594908836
2020-11-09,113.34173583984376,118.86655905479424,113.0786522061061,117.41471118065078,154515300,AAPL,113.27497025979795,89.06368601620159,112.66807995728823,112.53574128334878,58.400884500983246,0.13233867393944365,-0.34656388226198287,0.4789025562014265,121.21000084779365,113.37083876420525,105.53167668061684
2020-11-10,113.00069427490234,114.57921088296683,111.20780194427196,112.59144977903752,138023400,AAPL,113.04481288737074,89.24915795374272,112.65629069909582,112.539867838585,50.0994341229987,0.11642286051082351,-0.25396653370742156,0.37038939421824507,119.71434193314971,112.90779370400057,106.10124547485142
2020-11-11,116.43057250976562,116.56698735100086,113.458669258225,114.1894662365786,112295000,AAPL,112.74584192595609,89.42831036986608,112.89216385870856,112.66206031251045,52.508114080551316,0.2301035461981087,-0.15715251772631553,0.38725606392442424,119.20871382012791,112.73232422275223,106.25593462537654
2020-11-12,116.15775299072266,117.44395548780156,115.5341401093542,116.5572589421894,103162300,AAPL,112.40026273167166,89.62402333142025,113.45602464078254,112.95059354433852,55.90448534716884,0.5054310964440276,-0.02463579489224689,0.5300668913362745,119.36997505924943,112.78613432059258,106.20229358193573
2020-11-13,116.20646667480467,116.60596516096147,114.85205685711352,116.38185824859464,81581900,AAPL,112.2589472310172,89.81838834392023,113.90615288813825,113.20476130020934,55.58735045455018,0.7013915879289101,0.12056968167198451,0.5808219062569255,119.07302874417083,112.70666714546073,106.34030554675063
2020-11-16,117.2198257446289,117.8921538375377,115.12487314428871,115.8751546907103,91183000,AAPL,112.24056553409687,90.03030165593881,114.20907624238012,113.40256821802423,54.623337354364125,0.8065080243558924,0.2577573502087661,0.5487506741471263,118.94004663119853,112.6660636921088,106.39208075301909
2020-11-17,116.3331298828125,117.58035548799744,115.9141393341284,116.48903680048612,74271000,AAPL,112.35352235452685,90.23198909578558,114.55983940516566,113.63119552042882,55.62734740382429,0.928643884736843,0.3919346571143815,0.5367092276224614,119.33053995949952,112.83902532371397,106.34751068792842
2020-11-18,115.00796508789062,116.75213491699658,114.9787343957129,115.57311658349964,76322100,AAPL,112.38376679877386,90.41918277996977,114.71572820183243,113.77504152510073,53.71758499836115,0.9406866767317013,0.5016850610378455,0.43900161569385576,119.53934050296057,112.94333224382824,106.3473239846959
2020-11-19,115.6023406982422,116.01158523354933,113.8191942363378,114.57922192592288,74113000,AAPL,112.3338246825667,90.60255421428435,114.6947272363079,113.83461044368015,51.64557659010438,0.8601167926277498,0.5733714073558264,0.2867453852719234,119.5707738491351,112.96000890903542,106.34924396893575
2020-11-20,114.33562469482422,115.72901129196754,114.28690935456356,115.60234248642784,73604300,AAPL,112.41698637057904,90.79035890893387,114.83436035171096,113.96555355795775,53.62846224668163,0.8688067937532082,0.6324584846353027,0.2363483091179055,119.78973197815418,113.07939510374956,106.36905822934494
2020-11-23,110.93497467041016,114.60845147390664,110.83753656463604,114.17971488763942,127959300,AAPL,112.4687768366324,90.98096381111327,114.73364566493072,113.98141736015639,50.52587228509803,0.7522283047743343,0.6564124486631091,0.09581585611122523,119.8926759703521,113.24340252948714,106.59412908862218
2020-11-24,112.22117614746094,112.8837656693911,109.7072328936038,110.9934426426896,113874200,AAPL,112.38661166987089,91.14423518705087,114.15822981535516,113.76008589960328,44.338748516097574,0.3981439157518736,0.604758742080862,-0.20661482632898842,119.88757371838923,113.17611593287533,106.46465814736143
2020-11-25,113.05915832519533,113.760724582734,112.22117723247425,112.59145244287018,76499200,AAPL,112.39671516395579,91.31807473542723,113.91718714266516,113.6735204583638,47.791739531352164,0.24366668430135974,0.5325403305249615,-0.2888736462236018,119.90246779306577,113.21012938636461,106.51779097966346
2020-11-27,113.60480499267578,114.4817627167696,113.2442832973623,113.58532034727376,46691300,AAPL,112.53388954902626,91.49359131368537,113.86613071260496,113.66698711680156,49.87448058820466,0.1991435958033918,0.4658609835806476,-0.2667173877772558,119.87252696855917,113.424180482974,106.97583399738882
2020-11-30,116.00183868408205,117.87267708944432,113.81918644377502,113.97509336124736,169410200,AAPL,112.6656302291833,91.67039099604719,113.88289419701148,113.68980980157534,50.70503182738065,0.19308439543614497,0.4113056659517471,-0.21822127051560214,119.67702225345482,113.72143448763373,107.76584672181264
2020-12-01,119.57786560058594,120.30866252291608,116.93725361331916,117.91164950975931,127728200,AAPL,112.99010472995255,91.87822723008459,114.50270270666499,114.00253866884822,58.232301218769344,0.5001640378167735,0.4290773403247524,0.07108669749202112,119.41693300914348,114.3103552939031,109.20377757866272
2020-12-02,119.92864990234376,120.21122560718796,117.79472048917064,118.89578518676296,89004200,AAPL,113.17590374649997,92.08536775433909,115.17856154975699,114.36500137387893,59.88160855015301,0.8135601758780666,0.5059739074354153,0.30758626844265136,119.05777778710657,114.92173230044723,110.78568681378789
2020-12-03,119.7922592163086,120.61074837403658,119.08094679052395,120.35740330586026,78967600,AAPL,113.41155671717232,92.29663302716155,115.97530643531134,114.80888299847012,62.26486395549889,1.1664234368412139,0.638063813316575,0.5283596235246388,119.75981084244272,115.38830222594399,111.01679360944526
2020-12-04,119.1198959350586,119.71427801461196,118.40858367403467,119.46093300511777,78260400,AAPL,113.75476087816001,92.50826983361783,116.51155667682002,115.15347929525885,59.9139241369048,1.3580773815611735,0.7820665269654947,0.5760108545956788,120.32768131557181,115.62474721918943,110.92181312280705
2020-12-07,120.5815200805664,121.3805246031321,119.11992589777168,119.17838728618668,86712000,AAPL,114.02889284125018,92.74434868073222,116.92183830903028,115.45162062792018,59.15581209092644,1.4702176811100998,0.9196967577944157,0.550520923315684,120.76583244188751,115.81913994247525,110.87244744306298
2020-12-08,121.19538116455078,121.78002475694832,119.93840933537945,121.18564255631568,82225500,AAPL,114.215160136873,92.98599719445164,117.57780819322802,115.87636299298651,62.760805458117204,1.7014452002415084,1.0760464462838344,0.625398753957674,121.44627713705437,116.0076865112585,110.56909588546263
2020-12-09,118.66193389892578,122.72516309946796,117.90190627108922,121.34152267781415,115089200,AAPL,114.4134940316602,93.24587959353532,118.15684119085667,116.28118963630708,63.03367389745745,1.8756515545495915,1.2359674679369859,0.6396840866126057,122.1169145153206,116.44519015619733,110.77346579707405
2020-12-10,120.08455657958984,120.69843079499792,117.07367661772612,117.41471371847992,81312200,AAPL,114.54807670874635,93.49270064168657,118.04266773356794,116.3651543831347,52.58123712978944,1.6775133504332445,1.3242766444362375,0.35323670599700696,122.19526028328708,116.6064525302924,111.01764477729772
2020-12-11,119.27581787109376,119.61685498411975,117.46344071723956,119.29530252010171,86939800,AAPL,114.6453723062682,93.77778133356249,118.23538077765005,116.5822023932804,56.31713344216341,1.653178384369653,1.3900569924229207,0.26312139194673234,122.45345997313065,116.743354709188,111.03324944524535
2020-12-14,118.66193389892578,120.19173519532912,118.42808095975704,119.46093825563229,79184500,AAPL,114.83838915734232,94.0334052423634,118.42392808195501,116.79544208678794,56.64115001783826,1.6284859951670683,1.4377427929717503,0.19074320219531793,122.72495067834554,116.89730870953989,111.06966674073423
2020-12-15,124.60576629638672,124.62525838078408,120.95178104734528,121.15640332920536,157243700,AAPL,115.04547144007475,94.27161525415042,118.8443088892243,117.11847625289295,59.918477211588296,1.7258326363313472,1.4953607616436697,0.2304718746876775,123.25247224659991,117.16137114146466,111.0702700363294
2020-12-16,124.5375518798828,125.0832112675532,123.31955686522454,124.14779942243344,98208600,AAPL,115.27755857094645,94.53353384328773,119.66023050971802,117.63916685804409,64.95203046003844,2.021063651673927,1.6005013396497212,0.4205623120242059,124.3403798692965,117.544309272562,110.74823867582751
2020-12-17,125.40474700927734,126.26222014302118,124.76164215896948,125.5996232120097,94359800,AAPL,115.55969249630645,94.80382496607416,120.5739832331475,118.22883029167117,67.11081003892518,2.3451529414763286,1.7494316600150428,0.5957212814612858,125.62070975960236,118.04563460398751,110.47055944837265
2020-12-18,123.41699981689452,125.79452841437984,122.8908250895469,125.65811357033245,192541500,AAPL,115.81128604224469,95.09077368145823,121.35615713117596,118.779147571572,67.19846865594798,2.5770095596039653,1.9149472399328273,0.6620623196711379,126.68296393791982,118.59957918620799,110.51619443449616
2020-12-21,124.9468002319336,125.02475369942196,120.28918834325576,121.8189898309686,121251600,AAPL,116.004968029107,95.3806171447415,121.4273621619133,119.00432107226803,56.54547216875438,2.4230410896452668,2.0165660098753153,0.40647507976995145,126.9869750191153,118.91041155343503,110.83384808775475
2020-12-22,128.50335693359375,130.9685777717825,126.33044301842824,128.24026583476893,168904800,AAPL,116.23408355762044,95.6863591722106,122.47550118850647,119.68846512874957,66.19778653917527,2.7870360597569004,2.1706600198516326,0.6163760399052678,128.34196844308192,119.61343910079151,110.8849097585011
2020-12-23,127.60692596435548,129.0392746219151,127.43152692646524,128.77619836723767,88223700,AAPL,116.37256050530256,95.99447829321058,123.44483921600357,120.36163055382276,66.85943872092707,3.083208662180809,2.353169748317468,0.730038913863341,129.1602511795219,120.50257688701893,111.84490259451596
2020-12-24,128.59104919433594,130.04290467587725,127.7433293801488,127.95769770274158,54930100,AAPL,116.5777373421265,96.32446875741111,124.1391251370402,120.92430219448342,64.77408609988731,3.214822942556779,2.52550038716533,0.689322555391449,129.7084656090702,121.27088915001248,112.83331269095476
2020-12-28,133.190185546875,133.82353697075987,130.09159867672324,130.55931944043445,124486200,AAPL,116.87930259122753,96.65663390381133,125.12684733756238,121.63800717566498,68.17216651915696,3.4888401618974,2.718168342111744,0.7706718197856559,130.70754135989287,122.11958910467051,113.53163684944815
2020-12-29,131.41677856445312,135.23640894920797,130.90034989432698,134.5153654533124,121047300,AAPL,117.21018586526914,97.0363466299287,126.57123473998547,122.59188556660183,72.51410038693739,3.979349173383639,2.9704045083661232,1.0089446650175158,132.47389536234311,123.14660270927376,113.81931005620443
2020-12-30,130.29624938964844,132.50813272871576,129.98443549687033,132.1086267541331,96452100,AAPL,117.51861392519685,97.397295694336,127.42314120370048,123.29682935827081,66.56471006959501,4.126311845429669,3.2015859757788325,0.9247258696508363,133.63221111247623,123.85645157149247,114.0806920305087
2020-12-31,129.29261779785156,131.29013272873263,128.3474524139923,130.64702774975748,99116600,AAPL,117.87095839682432,97.76030546214491,127.91912374924772,123.84128849838093,63.17487646412152,4.077835250866784,3.376835830796423,0.7009994200703606,134.36798973527624,124.44401369964218,114.52003766400811
2021-01-04,126.09657287597656,130.18903254892197,123.5144223383572,130.10134048912553,143301900,AAPL,118.20324564298255,98.11136331993136,128.2548494015366,124.3049960532509,61.907293443114234,3.9498533482857,3.491439334294278,0.4584140139914217,134.9610086433141,124.93121055880545,114.90141247429679
2021-01-05,127.65557098388672,128.36689052584248,125.14162837880116,125.58985692759386,97664900,AAPL,118.43012900909883,98.44011792835599,127.84485055939157,124.40017093283186,52.52409616467369,3.4446796265597186,3.4820873927473666,-0.03740776618764796,134.9496693288753,125.23765675492925,115.52564418098318
2021-01-06,123.35853576660156,127.69460255545032,123.14416745080456,124.44986199518104,155088000,AAPL,118.65483387715955,98.78629184401966,127.3225446264361,124.40385175226513,50.44352450647567,2.918692874170972,3.3694084890320877,-0.45071561486111555,134.81930317726764,125.50123049037896,116.18315780349026
